employee_id,department,job_level,age,salary,company_years,career_years,hiring_source,education_level,recently_promoted,distance,work_from_home,travel_frequently,leave
EMP1263,Sales,Junior,20,29933.0,1,1.0,Direct,Undergrad Degree,False,41,False,Yes,True
EMP0536,Finance,Junior,42,52044.0,7,14.0,Direct,,False,12,False,No,False
EMP0294,IT,Mid,33,83078.0,10,12.0,Direct,Undergrad Degree,False,24,False,No,False
EMP0113,IT,Lead,53,231805.0,25,33.0,Agency,Secondary,False,3,False,Yes,False
EMP0438,Finance,Mid,44,65558.0,8,11.0,Direct Hire,Secondary,False,76,True,No,False
EMP0340,Sales,Junior,31,48281.0,10,13.0,Direct,Secondary,False,5,True,Yes,False
EMP1000,Sales,Junior,31,50050.0,3,6.0,Referral,Undergrad Degree,False,19,False,No,False
EMP1188,Sales,Mid,28,71949.0,1,1.0,Referral,Secondary,True,8,False,No,False
EMP0323,Sales,Junior,46,32055.0,10,17.0,Agency,Undergrad Degree,False,11,False,Yes,True
EMP0784,HR,Junior,28,56768.0,5,8.0,Direct,Undergrad Degree,False,11,False,No,False
EMP1252,Sales,Junior,20,29928.0,1,1.0,Agency,PhD,False,112,False,No,True
EMP1452,IT,Junior,18,17987.0,0,1.0,Direct,UG Degree,False,71,False,No,True
EMP0781,HR,Junior,33,42015.0,5,5.0,Direct,Undergrad Degree,False,3,True,No,False
EMP0433,HR,Mid,36,106230.0,8,,Direct,Undergrad Degree,False,9,False,No,False
EMP1432,HR,Junior,29,20028.0,0,1.0,Direct,Undergrad Degree,False,3,False,Yes,False
EMP0975,Sales,Junior,32,39938.0,3,6.0,Agency,UG Degree,True,5,False,No,False
EMP1463,Sales,Junior,18,24788.0,0,1.0,Agency,Undergrad Degree,False,28,False,Yes,True
EMP0382,Finance,Mid,37,61772.0,9,11.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0207,Sales,Junior,36,51567.0,15,15.0,Agency,Undergrad Degree,False,3,True,No,False
EMP0426,Sales,Mid,44,88977.0,8,13.0,Direct,Undergrad Degree,False,10,False,No,True
EMP0229,Sales,Mid,34,64090.0,13,14.0,Agency,Undergrad Degree,False,8,True,No,False
EMP0327,Sales,Junior,40,38109.0,10,13.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1202,Sales,Mid,48,65114.0,1,7.0,Direct,Undergrad Degree,False,7,False,Yes,False
EMP1109,Finance,Lead,55,220628.0,1,1.0,Direct,Secondary,True,3,False,No,False
EMP0182,IT,Senior,42,129970.0,17,17.0,Direct,Undergrad Degree,False,5,False,No,False
EMP1253,HR,Junior,23,30045.0,1,1.0,Agency,Secondary,False,24,False,No,True
EMP0568,HR,Mid,43,66712.0,6,15.0,Referral,Undergrad Degree,False,22,False,No,False
EMP0944,Sales,Junior,36,28436.0,3,10.0,Agency,Undergrad Degree,False,27,True,No,False
EMP1154,Finance,Senior,27,123070.0,1,1.0,Agency,Secondary,False,4,False,Y,True
EMP0315,Sales,Mid,34,65237.0,10,12.0,Referral,Undergrad Degree,False,10,False,Yes,False
EMP0949,HR,Junior,44,26129.0,3,,Direct,Undergrad Degree,False,21,True,No,False
EMP0948,HR,Junior,24,32765.0,3,5.0,Referral,Secondary,False,86,False,No,False
EMP0172,Finance,Lead,42,230260.0,18,18.0,Direct,Secondary,False,14,False,No,False
EMP0794,Sales,Senior,51,131177.0,4,17.0,Agency,Undergrad Degree,False,10,True,No,False
EMP0661,Finance,Mid,32,80092.0,5,11.0,Direct,Secondary,False,10,False,No,False
EMP1151,HR,Senior,45,121838.0,1,13.0,Direct,,False,7,False,Yes,False
EMP0503,IT,Mid,37,61241.0,7,15.0,Direct,Undergrad Degree,False,8,True,No,False
EMP1358,IT,Junior,32,32612.0,1,1.0,Agency,Undergrad Degree,True,24,True,Yes,False
EMP0333,IT,Junior,30,56210.0,10,11.0,Agency,Undergrad Degree,False,7,False,N,True
EMP1093,IT,Junior,27,51190.0,2,4.0,Referral,Secondary,False,23,True,No,False
EMP0940,Sales,Junior,30,33129.0,3,4.0,Agency,Undergrad Degree,False,6,False,No,False
EMP0447,HR,Mid,26,94008.0,8,8.0,Direct,Undergrad Degree,False,27,True,No,True
EMP1298,Finance,Junior,37,24321.0,1,1.0,Direct,Undergrad Degree,False,4,True,Yes,False
EMP0777,Finance,Junior,26,51207.0,5,6.0,Referral,Undergrad Degree,False,4,True,Yes,False
EMP0463,IT,Junior,34,50216.0,8,8.0,Referral,Secondary,False,29,False,Yes,False
EMP1312,HR,Junior,34,30068.0,1,10.0,Referral,UG Degree,False,3,False,Yes,False
EMP1004,Sales,Lead,47,221685.0,2,20.0,Referral,Undergrad Degree,False,3,False,No,False
EMP1361,HR,Junior,33,27078.0,1,1.0,Agency,Masters,False,3,False,No,False
EMP0616,IT,Junior,37,30723.0,6,9.0,Agency,Undergrad Degree,False,27,True,No,False
EMP1106,IT,Lead,50,215105.0,1,27.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1193,HR,Mid,30,69565.0,1,8.0,Agency,PhD,False,114,False,No,True
EMP0982,Sales,Junior,28,43134.0,3,3.0,Direct,Undergrad Degree,False,8,True,Yes,False
EMP0959,IT,Junior,41,28736.0,3,7.0,Direct,Secondary,False,3,False,Yes,False
EMP0293,IT,Mid,33,64422.0,10,11.0,Referral,UG Degree,False,24,False,No,False
EMP0522,HR,Mid,37,105275.0,7,13.0,Direct,Undergrad Degree,False,17,False,No,False
EMP0553,Finance,Junior,48,55121.0,7,9.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1178,Finance,Mid,22,68508.0,1,1.0,Direct,Undergrad Degree,False,15,False,Yes,True
EMP0598,Sales,Junior,28,24610.0,6,6.0,Agency,Secondary,False,8,True,No,True
EMP0116,IT,Senior,59,162841.0,25,37.0,Agency,Undergrad Degree,True,10,False,No,False
EMP0486,Sales,Senior,28,153768.0,7,7.0,Agency,Undergrad Degree,False,5,False,Yes,False
EMP0738,HR,Junior,33,57628.0,5,8.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0277,Finance,Lead,51,231345.0,10,27.0,Agency,Secondary,True,4,False,Yes,False
EMP1322,HR,Junior,26,56896.0,1,1.0,Direct,Secondary,False,28,False,No,False
EMP0988,Sales,Junior,45,55608.0,3,19.0,Direct,Secondary,False,88,False,No,False
EMP0799,Finance,Mid,53,67399.0,4,10.0,Agency,Secondary,True,3,True,No,False
EMP0186,HR,Mid,42,76212.0,17,17.0,Direct,Secondary,False,13,False,No,False
EMP0899,Finance,Senior,33,113974.0,3,9.0,Agency,Masters,False,7,True,No,False
EMP0430,Finance,Mid,31,86497.0,8,11.0,Agency,Secondary,False,8,False,Yes,False
EMP0524,Sales,Mid,29,93774.0,7,7.0,Direct,,False,3,False,No,False
EMP0910,HR,Mid,38,64978.0,3,10.0,Referral,Undergrad Degree,True,26,False,No,False
EMP1271,IT,Junior,42,44659.0,1,5.0,Agency,Undergrad Degree,False,9,False,No,False
EMP0163,Sales,Senior,53,161442.0,19,22.0,Direct,Secondary,False,69,True,No,True
EMP1275,Finance,Junior,18,32088.0,1,1.0,Agency,Secondary,False,18,False,Yes,True
EMP1356,Sales,Junior,22,27079.0,1,3.0,Direct,Masters,False,24,False,No,True
EMP0703,IT,Mid,42,77003.0,5,15.0,Agency,Undergrad Degree,False,3,,No,False
EMP1032,Finance,Junior,30,58272.0,2,4.0,Direct,Undergrad Degree,False,102,False,No,True
EMP1380,Sales,Junior,18,24309.0,1,1.0,Direct,Undergrad Degree,False,3,False,No,True
EMP1155,HR,Senior,55,119352.0,1,1.0,Agency,Secondary,False,68,False,No,True
EMP0673,HR,Mid,40,70165.0,5,6.0,Direct,Secondary,False,10,True,No,False
EMP0733,Finance,Junior,28,31548.0,5,5.0,Agency,Undergrad Degree,False,7,False,No,False
EMP0912,Finance,Mid,30,102519.0,3,3.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0783,Finance,Junior,39,49936.0,5,16.0,Direct,Undergrad Degree,False,98,True,No,False
EMP0807,Sales,Mid,44,80766.0,4,15.0,Direct,Undergrad Degree,False,8,True,N,True
EMP1405,Sales,Junior,25,26264.0,1,1.0,Direct,Undergrad Degree,False,100,False,No,True
EMP1168,Finance,Mid,39,78719.0,1,17.0,Direct Hire,Secondary,True,3,False,No,False
EMP0138,Finance,Senior,40,162052.0,21,22.0,Direct,Undergrad Degree,False,12,True,No,True
EMP1198,Sales,Mid,34,75153.0,1,1.0,Direct,Secondary,False,4,False,No,False
EMP0220,IT,Senior,37,117348.0,13,15.0,Agency,Undergrad Degree,False,3,True,No,False
EMP0812,IT,Mid,61,65627.0,4,22.0,Direct,Undergrad Degree,False,3,True,No,False
EMP1113,IT,Lead,57,240138.0,1,1.0,Direct Hire,Masters,True,3,False,Yes,True
EMP1385,HR,Junior,29,24857.0,1,1.0,Direct,Undergrad Degree,False,101,False,Yes,True
EMP0627,Finance,Junior,25,50675.0,6,6.0,Direct,Secondary,False,77,True,Yes,True
EMP0519,HR,Mid,31,79578.0,7,7.0,Direct,Undergrad Degree,False,10,True,No,False
EMP0986,HR,Junior,35,52937.0,3,3.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP1139,Sales,Senior,28,117290.0,1,1.0,Direct,Secondary,False,26,False,Yes,True
EMP1206,IT,Junior,38,37346.0,1,6.0,Referral,Undergrad Degree,False,6,True,No,False
EMP1337,HR,Junior,26,46609.0,1,1.0,Agency,Undergrad Degree,False,75,True,No,True
EMP1119,Sales,Lead,45,205489.0,1,20.0,Direct,Undergrad Degree,False,6,True,Yes,False
EMP0344,IT,Senior,41,146041.0,9,9.0,Direct,PhD,False,29,False,Yes,True
EMP0443,IT,Mid,48,98457.0,8,12.0,Agency,Undergrad Degree,True,5,False,No,True
EMP0144,HR,Lead,48,204441.0,20,23.0,Direct,Secondary,True,3,True,Yes,False
EMP1449,IT,Junior,18,21853.0,0,1.0,Direct,Undergrad Degree,False,5,False,No,True
EMP1019,Finance,Mid,31,63140.0,2,2.0,Direct,Undergrad Degree,False,16,False,No,False
EMP0266,IT,Junior,38,30536.0,11,15.0,Referral,Undergrad Degree,False,3,True,No,False
EMP0221,Sales,Senior,37,134822.0,13,,Direct,Undergrad Degree,False,25,False,No,False
EMP0151,Finance,Senior,44,117166.0,20,22.0,Agency,Secondary,False,3,True,Yes,False
EMP0842,IT,Junior,30,27016.0,4,5.0,Agency,Secondary,False,15,True,No,False
EMP0487,IT,Senior,46,128446.0,7,25.0,Agency,Undergrad Degree,False,20,True,No,False
EMP1056,Finance,Junior,28,24739.0,2,6.0,Direct,Undergrad Degree,False,9,True,No,False
EMP0434,Sales,Mid,47,62659.0,8,8.0,Direct,UG Degree,True,3,False,No,False
EMP0977,IT,Junior,40,45300.0,3,3.0,Direct,MSc,False,6,False,No,False
EMP1332,Sales,Junior,45,55784.0,1,,Agency,Secondary,False,8,False,Yes,False
EMP1242,Sales,Junior,24,28298.0,1,1.0,Referral,Undergrad Degree,True,102,True,No,False
EMP0731,Sales,Junior,28,26501.0,5,5.0,Agency,UG Degree,False,3,False,No,False
EMP0480,IT,Senior,38,110943.0,7,7.0,Direct,Undergrad Degree,False,15,False,Yes,True
EMP0379,HR,Mid,35,60715.0,9,13.0,Agency,UG Degree,True,15,True,Yes,False
EMP0656,HR,Mid,49,62651.0,5,23.0,Direct,Undergrad Degree,False,3,True,No,False
EMP1064,Finance,Junior,37,48253.0,2,3.0,Direct Hire,Secondary,False,65,False,No,False
EMP0108,IT,Lead,49,202560.0,25,26.0,Direct,Secondary,False,3,True,Yes,False
EMP0175,IT,Senior,62,123617.0,18,24.0,Referral,PhD,False,80,False,Yes,False
EMP0240,Sales,Senior,46,157393.0,12,24.0,Agency,Undergrad Degree,False,28,False,No,False
EMP1457,Sales,Junior,18,21553.0,0,1.0,Agency,Masters,False,22,True,Yes,True
EMP1352,HR,Junior,22,21728.0,1,1.0,Agency,Undergrad Degree,False,52,True,No,True
EMP0493,HR,Mid,38,71599.0,7,7.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0953,Finance,Junior,31,36326.0,3,4.0,Referral,Undergrad Degree,False,7,True,No,False
EMP1039,HR,Junior,40,45305.0,2,5.0,Direct,Undergrad Degree,False,19,False,No,False
EMP1158,HR,Mid,24,71261.0,1,1.0,Agency,Masters,False,5,False,Yes,True
EMP1248,HR,Junior,28,30885.0,1,7.0,Direct,Undergrad Degree,False,11,True,No,False
EMP0465,IT,Junior,38,25001.0,8,15.0,Direct,Secondary,False,3,False,No,False
EMP1375,Sales,Junior,20,37071.0,1,1.0,Agency,Undergrad Degree,False,25,True,No,False
EMP1307,HR,Junior,18,26258.0,1,1.0,Direct,PhD,False,3,False,No,True
EMP0759,Sales,Junior,28,30819.0,5,8.0,Referral,Undergrad Degree,False,5,True,No,False
EMP0894,HR,Senior,39,114235.0,3,15.0,Agency,Undergrad Degree,True,3,True,No,False
EMP0373,Sales,Mid,49,61010.0,9,14.0,Agency,UG Degree,False,3,False,No,True
EMP0741,HR,Junior,26,55420.0,5,8.0,Agency,Undergrad Degree,False,9,False,No,False
EMP0361,HR,Mid,37,65517.0,9,13.0,Referral,Secondary,True,24,False,No,False
EMP0932,Sales,Junior,39,46354.0,3,16.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1423,IT,Mid,28,99572.0,0,,Direct,Masters,False,16,True,No,True
EMP0173,Sales,Lead,42,207474.0,18,18.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP0208,Sales,Lead,44,203638.0,14,14.0,Direct,Undergrad Degree,True,15,False,N,False
EMP1412,Sales,Junior,25,34938.0,1,1.0,Agency,Secondary,False,9,False,No,True
EMP0507,Sales,Mid,30,64273.0,7,12.0,Agency,PhD,True,9,False,No,True
EMP1050,Finance,Junior,57,51434.0,2,17.0,Referral,Undergrad Degree,False,78,False,No,False
EMP1187,IT,Mid,23,107427.0,1,1.0,Direct,Masters,False,24,False,No,True
EMP0918,Sales,Mid,27,62766.0,3,3.0,Direct,Undergrad Degree,False,16,False,No,True
EMP1108,IT,Lead,60,210485.0,1,30.0,Agency,Masters,False,21,True,No,False
EMP0730,Sales,Junior,30,42712.0,5,,Direct,Undergrad Degree,False,104,False,No,True
EMP1195,IT,Mid,33,79670.0,1,15.0,Agency,Undergrad Degree,False,115,True,Yes,True
EMP0117,IT,Senior,54,180633.0,25,33.0,Referral,Undergrad Degree,False,3,True,No,False
EMP0796,Finance,Senior,41,166241.0,4,8.0,Agency,Undergrad Degree,False,10,True,Yes,False
EMP0850,Sales,Junior,31,29579.0,4,5.0,Direct,Secondary,False,5,False,No,True
EMP0396,IT,Junior,32,55628.0,9,13.0,Agency,Secondary,False,6,True,No,False
EMP0422,HR,Mid,32,64450.0,8,11.0,Direct,Secondary,False,27,True,No,False
EMP1036,Sales,Junior,28,34050.0,2,3.0,Direct,PhD,False,75,False,Yes,True
EMP0184,Sales,Senior,54,180936.0,17,21.0,Agency,Masters,False,3,False,Yes,False
EMP1357,IT,Junior,31,15512.0,1,1.0,Agency,Secondary,False,7,True,No,False
EMP0285,Sales,Senior,32,137477.0,10,10.0,Agency,Secondary,True,10,True,No,False
EMP0326,Sales,Junior,34,39260.0,10,15.0,Direct,Undergrad Degree,False,8,False,No,False
EMP1073,Sales,Junior,33,31806.0,2,4.0,Direct,Undergrad Degree,True,13,,Yes,False
EMP1403,HR,Junior,23,40686.0,1,1.0,Direct,Undergrad Degree,False,3,True,No,True
EMP1266,IT,Junior,41,41682.0,1,20.0,Direct Hire,Masters,False,3,False,No,False
EMP1003,IT,Lead,47,228394.0,2,24.0,Agency,Secondary,False,3,False,N,False
EMP0623,HR,Junior,27,34305.0,6,6.0,Agency,Undergrad Degree,True,25,False,No,False
EMP1048,HR,Junior,21,46993.0,2,3.0,Agency,PhD,False,53,False,Yes,True
EMP1177,Sales,Mid,28,72916.0,1,1.0,Direct,UG Degree,False,97,False,N,True
EMP1013,Finance,Senior,60,191398.0,2,25.0,Direct,Undergrad Degree,True,15,True,No,False
EMP1132,Sales,Senior,35,120126.0,1,1.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1326,Sales,Junior,40,20250.0,1,1.0,Agency,Undergrad Degree,False,3,True,No,False
EMP0357,HR,Mid,32,99889.0,9,12.0,Direct,Secondary,False,84,True,No,False
EMP0154,Sales,Senior,45,126651.0,20,20.0,Direct,Undergrad Degree,False,4,False,No,False
EMP1055,Sales,Junior,27,29455.0,2,7.0,Direct,Undergrad Degree,False,13,False,No,True
EMP0484,IT,Senior,31,115089.0,7,7.0,Agency,Undergrad Degree,False,8,False,No,False
EMP0939,HR,Junior,37,47261.0,3,3.0,Direct,UG Degree,False,23,False,N,True
EMP0370,Finance,Mid,32,70622.0,9,9.0,Direct,Masters,False,28,True,No,False
EMP0286,HR,Senior,42,142427.0,10,10.0,Direct,Undergrad Degree,False,29,False,Yes,True
EMP1136,Sales,Senior,51,166288.0,1,1.0,Agency,Secondary,False,22,True,No,False
EMP1076,HR,Junior,27,54187.0,2,2.0,Referral,Masters,False,3,False,Yes,True
EMP1276,Finance,Junior,32,30539.0,1,2.0,Direct,UG Degree,True,3,False,Yes,False
EMP1294,IT,Junior,54,29621.0,1,1.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0701,IT,Mid,34,107057.0,5,9.0,Direct,Masters,False,25,True,No,True
EMP1029,Sales,Mid,43,61447.0,2,5.0,Agency,Masters,True,7,False,No,False
EMP1173,Sales,Mid,21,62820.0,1,1.0,Direct,Masters,False,90,False,No,True
EMP0636,IT,Lead,51,236327.0,5,20.0,Direct,Undergrad Degree,False,11,False,No,False
EMP1330,HR,Junior,19,36848.0,1,1.0,Direct,PhD,False,4,False,No,True
EMP0919,IT,Mid,43,77257.0,3,11.0,Direct,Undergrad Degree,True,17,False,Yes,False
EMP0367,Sales,Mid,49,61216.0,9,11.0,Direct,PhD,False,3,False,Yes,True
EMP1148,Finance,Senior,33,127114.0,1,1.0,Direct,Undergrad Degree,False,10,False,No,True
EMP0893,Sales,Senior,44,129966.0,3,19.0,Agency,Undergrad Degree,False,28,False,Yes,True
EMP0999,IT,Junior,31,27024.0,3,8.0,Agency,Undergrad Degree,True,23,True,Yes,False
EMP0178,IT,Senior,41,115869.0,18,22.0,Referral,Undergrad Degree,False,3,False,No,False
EMP0413,HR,Senior,37,144570.0,8,8.0,Agency,Undergrad Degree,True,8,False,Yes,False
EMP0440,IT,Mid,40,65139.0,8,12.0,Agency,,False,6,True,Yes,False
EMP1360,IT,Junior,46,56778.0,1,9.0,Referral,Undergrad Degree,False,3,True,No,False
EMP0890,IT,Lead,48,218581.0,3,25.0,Direct,Undergrad Degree,False,3,True,No,False
EMP1096,HR,Junior,30,45132.0,2,,Direct,Undergrad Degree,False,3,True,No,False
EMP0193,Finance,Mid,37,95316.0,16,17.0,Direct,Secondary,False,5,True,No,False
EMP0567,Finance,Mid,35,92633.0,6,9.0,Agency,UG Degree,True,3,True,No,False
EMP0782,HR,Junior,26,38193.0,5,6.0,Direct,Undergrad Degree,False,4,False,Yes,False
EMP0452,HR,Mid,38,68218.0,8,8.0,Direct,Undergrad Degree,False,104,True,Yes,False
EMP1152,Sales,Senior,36,157264.0,1,1.0,Agency,Undergrad Degree,False,110,False,No,True
EMP1035,Finance,Junior,26,46427.0,2,4.0,Direct,Secondary,False,3,,Yes,False
EMP0823,Sales,Junior,39,28741.0,4,6.0,Agency,Undergrad Degree,False,3,True,No,False
EMP0734,Finance,Junior,47,58079.0,5,8.0,Direct,Undergrad Degree,False,4,True,Yes,False
EMP0385,Sales,Mid,30,83399.0,9,11.0,Direct,Undergrad Degree,True,3,True,Yes,False
EMP0760,Sales,Junior,27,23696.0,5,7.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0245,Sales,Mid,38,97918.0,12,12.0,Direct,Undergrad Degree,True,10,True,Yes,False
EMP0849,Sales,Junior,32,41313.0,4,11.0,Agency,Masters,False,10,False,No,True
EMP0550,Sales,Junior,44,29053.0,7,7.0,Direct,Undergrad Degree,True,10,False,No,False
EMP1344,HR,Junior,37,25899.0,1,1.0,Direct,Masters,False,19,False,No,True
EMP1125,IT,Senior,30,122440.0,1,1.0,Direct,Masters,False,96,False,No,True
EMP0118,IT,Mid,50,87632.0,25,27.0,Direct,Undergrad Degree,False,8,False,No,False
EMP1167,Finance,Mid,38,79653.0,1,4.0,Agency,Undergrad Degree,True,3,True,N,False
EMP0431,HR,Mid,34,76528.0,8,8.0,Agency,Undergrad Degree,False,3,True,No,False
EMP0821,IT,Junior,29,57850.0,4,4.0,Referral,Undergrad Degree,False,18,False,No,True
EMP0900,IT,Senior,46,116874.0,3,11.0,Agency,Masters,False,29,False,No,False
EMP1091,IT,Junior,27,27931.0,2,2.0,Direct,Undergrad Degree,False,25,False,No,True
EMP0898,Sales,Senior,49,192007.0,3,27.0,Direct,Secondary,False,3,False,No,False
EMP1389,Finance,Junior,23,32913.0,1,1.0,Referral,Undergrad Degree,False,17,True,No,True
EMP0686,Sales,Mid,31,71406.0,5,5.0,Agency,Undergrad Degree,False,10,True,Yes,False
EMP0290,Sales,Senior,56,121853.0,10,32.0,Agency,Undergrad Degree,False,7,False,No,True
EMP0287,HR,Senior,30,120774.0,10,11.0,Direct,Undergrad Degree,False,21,True,No,False
EMP0809,Finance,Mid,55,84831.0,4,14.0,Referral,Masters,True,24,False,No,False
EMP1129,HR,Senior,37,152474.0,1,1.0,Agency,Undergrad Degree,False,3,True,Yes,True
EMP1280,IT,Junior,20,31468.0,1,1.0,Agency,Secondary,False,10,False,No,True
EMP0768,IT,Junior,56,52262.0,5,,Agency,Undergrad Degree,False,10,False,Yes,False
EMP0474,Sales,Senior,31,186699.0,7,11.0,Referral,Undergrad Degree,False,3,False,No,False
EMP0554,Sales,Junior,29,57020.0,7,8.0,Referral,Undergrad Degree,True,96,True,No,False
EMP1438,HR,Junior,18,23399.0,0,,Agency,,False,8,False,N,True
EMP0263,Finance,Mid,42,66656.0,11,14.0,Direct,Undergrad Degree,True,3,False,No,False
EMP0866,Sales,Junior,28,31174.0,4,5.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1146,Sales,Senior,43,196392.0,1,18.0,Direct,Masters,False,23,True,No,False
EMP1417,HR,Senior,46,165123.0,-1,14.0,Direct Hire,Secondary,False,6,False,No,False
EMP1455,Sales,Junior,23,30634.0,0,1.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0710,Sales,Junior,30,25687.0,5,6.0,Direct,Undergrad Degree,False,16,True,No,False
EMP0174,HR,Lead,43,241625.0,18,22.0,Referral,Secondary,False,80,True,No,False
EMP1024,HR,Mid,49,65635.0,2,14.0,Agency,Undergrad Degree,False,7,True,No,False
EMP0990,Finance,Junior,29,37283.0,3,3.0,Direct,Undergrad Degree,False,17,False,No,False
EMP0725,Sales,Junior,46,26791.0,5,10.0,Direct,Undergrad Degree,False,3,True,No,False
EMP0353,Finance,Mid,29,88642.0,9,11.0,Direct,Secondary,False,3,True,Yes,False
EMP0157,Finance,Junior,45,49705.0,20,22.0,Direct,Undergrad Degree,False,6,False,No,False
EMP1201,IT,Mid,32,93108.0,1,1.0,Direct,Undergrad Degree,False,20,True,No,False
EMP0101,Finance,Senior,53,171374.0,32,32.0,Direct,Undergrad Degree,False,5,False,No,False
EMP0835,Sales,Junior,27,28357.0,4,5.0,Direct,Masters,False,17,True,No,True
EMP0814,Sales,Mid,46,78263.0,4,8.0,Direct,Undergrad Degree,False,10,False,No,False
EMP0152,Sales,Senior,44,166589.0,20,24.0,Referral,Undergrad Degree,False,26,False,No,False
EMP1251,Finance,Junior,27,53486.0,1,1.0,Direct,Masters,False,29,False,No,True
EMP1447,HR,Junior,26,30924.0,0,2.0,Agency,Undergrad Degree,False,10,False,No,True
EMP1462,Sales,Junior,49,59500.0,0,3.0,Direct,Undergrad Degree,False,3,False,Yes,True
EMP1103,IT,Junior,43,24151.0,2,8.0,Agency,Undergrad Degree,False,5,False,N,False
EMP0690,Sales,Mid,35,74948.0,5,5.0,Agency,Undergrad Degree,False,22,False,Yes,False
EMP0931,HR,Junior,34,48912.0,3,3.0,Agency,Undergrad Degree,False,3,True,No,False
EMP0669,Finance,Mid,39,78295.0,5,5.0,Agency,Undergrad Degree,False,14,True,Yes,False
EMP1262,HR,Junior,42,54753.0,1,6.0,Agency,Secondary,False,26,False,No,True
EMP0128,IT,Lead,43,209703.0,22,23.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1085,HR,Junior,25,28717.0,2,5.0,Direct,Secondary,False,111,False,Yes,True
EMP0544,IT,Junior,52,58401.0,7,15.0,Direct,Masters,True,14,True,No,False
EMP1450,IT,Junior,18,21706.0,0,1.0,Direct,Secondary,False,47,False,No,True
EMP0181,Sales,Senior,39,164641.0,17,17.0,Direct,Secondary,True,10,True,Yes,False
EMP0951,Finance,Junior,30,39348.0,3,3.0,Direct,Undergrad Degree,False,8,True,No,False
EMP0176,Sales,Senior,41,165818.0,18,19.0,Direct,Undergrad Degree,True,9,False,No,False
EMP0824,Sales,Junior,24,34914.0,4,5.0,Agency,Undergrad Degree,False,26,False,Yes,False
EMP1454,Sales,Junior,46,28256.0,0,4.0,Direct,Secondary,False,17,False,No,False
EMP0914,IT,Mid,26,71939.0,3,3.0,Agency,Undergrad Degree,True,26,True,Yes,False
EMP0901,IT,Senior,32,120884.0,3,13.0,Direct,Undergrad Degree,False,70,False,No,True
EMP0264,Sales,Junior,37,56239.0,11,13.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1133,HR,Senior,39,152333.0,1,1.0,Referral,Masters,False,60,False,No,True
EMP0111,HR,Lead,54,205886.0,25,36.0,Direct,Undergrad Degree,True,3,False,No,False
EMP1171,Sales,Mid,24,86430.0,1,1.0,Direct,Secondary,False,23,False,Yes,True
EMP1338,HR,Junior,24,13146.0,1,4.0,Direct,Secondary,False,9,True,Yes,True
EMP0394,HR,Junior,42,30721.0,9,18.0,Agency,Undergrad Degree,False,7,True,No,True
EMP0485,Sales,Senior,45,124027.0,7,27.0,Direct,,False,9,False,Yes,True
EMP1444,Finance,Junior,41,50976.0,0,6.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP0552,Sales,Junior,36,26526.0,7,7.0,Direct,Secondary,False,3,False,No,False
EMP0319,Sales,Junior,32,43820.0,10,10.0,Referral,Masters,False,3,False,N,False
EMP1016,Sales,Mid,61,65039.0,2,11.0,Referral,Undergrad Degree,False,16,True,No,False
EMP1175,HR,Mid,49,60462.0,1,,Direct,,False,3,False,Yes,False
EMP0338,HR,Junior,32,35010.0,10,10.0,Agency,Undergrad Degree,False,16,True,No,False
EMP0610,Sales,Junior,35,54107.0,6,7.0,Direct,Undergrad Degree,True,3,False,Yes,False
EMP0395,Sales,Junior,31,48091.0,9,9.0,Direct,Secondary,False,46,True,No,True
EMP1090,Sales,Junior,50,51827.0,2,17.0,Direct,PhD,False,6,False,No,False
EMP0599,Finance,Junior,33,49813.0,6,11.0,Agency,Masters,False,3,True,No,False
EMP0298,Finance,Mid,45,70294.0,10,17.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0564,IT,Senior,41,131203.0,6,13.0,Referral,Masters,False,25,False,Yes,False
EMP0466,Sales,Junior,37,49677.0,8,8.0,Agency,Secondary,False,21,True,No,False
EMP1366,Sales,Junior,18,24602.0,1,1.0,Direct,Undergrad Degree,False,10,False,No,True
EMP0537,HR,Junior,28,50602.0,7,10.0,Referral,Undergrad Degree,False,3,False,No,False
EMP0262,IT,Mid,36,66535.0,11,12.0,Direct,Secondary,False,3,False,No,False
EMP0428,IT,Mid,35,80450.0,8,10.0,Direct,Secondary,False,28,False,No,False
EMP1089,HR,Junior,29,33746.0,2,4.0,Direct,Undergrad Degree,False,15,False,No,True
